Command: show arp
Executed at: 2024-08-13 11:13:10
Output:
Protocol  Address          Age (min)  Hardware Addr   Type   Interface
Internet  161.8.165.176         210   0018.bc00.bb8a  ARPA   Vlan35
Internet  161.8.165.179           0   d85e.d315.d4c5  ARPA   Vlan35
Internet  161.8.165.180         151   1c1b.0d5c.2a2a  ARPA   Vlan35
Internet  161.8.165.182           0   94de.80ef.b6c6  ARPA   Vlan35
Internet  161.8.165.190          28   7456.3ca1.e4fe  ARPA   Vlan35
Internet  161.8.165.226           0   000c.7677.0059  ARPA   Vlan35
Internet  161.8.165.230         249   0090.e804.00a9  ARPA   Vlan35
Internet  192.168.75.129          -   cc98.91f1.79df  ARPA   Vlan708
Internet  192.168.75.130          0   Incomplete      ARPA   
Internet  192.168.115.225         -   cc98.91f1.79f0  ARPA   Vlan723
Internet  192.168.115.240         1   0200.00f7.a434  ARPA   Vlan723
Internet  192.168.115.243         1   0200.00c1.19b8  ARPA   Vlan723
Internet  192.168.115.244       147   0090.e81b.0459  ARPA   Vlan723
Internet  192.168.115.245       109   0090.e81f.3a26  ARPA   Vlan723
Internet  192.168.115.246        35   0090.e81b.0429  ARPA   Vlan723
Internet  192.168.115.247       171   0090.e81b.0661  ARPA   Vlan723
Internet  192.168.213.1           -   cc98.91f1.79f3  ARPA   Vlan701
Internet  192.168.213.2           0   accb.5158.8e91  ARPA   Vlan701
Internet  192.168.213.3           3   807c.6281.0acf  ARPA   Vlan701
Internet  192.168.213.4           0   807c.6281.0ac9  ARPA   Vlan701
Internet  192.168.213.5           0   7069.79e2.cfdf  ARPA   Vlan701
Internet  192.168.213.6           2   7069.79e2.cfe1  ARPA   Vlan701
Internet  192.168.213.7           0   0200.0031.fedf  ARPA   Vlan701
Internet  192.168.213.8          63   0004.a341.5904  ARPA   Vlan701
Internet  192.168.213.9           0   accb.5158.8d3c  ARPA   Vlan701
Internet  192.168.213.11          0   807c.6281.0ac6  ARPA   Vlan701
Internet  192.168.213.12        250   0004.a37e.c66f  ARPA   Vlan701
Internet  192.168.213.13          3   0200.0004.f807  ARPA   Vlan701
Internet  192.168.213.14          0   accb.5158.8ccf  ARPA   Vlan701
Internet  192.168.213.15          0   807c.6281.0ac8  ARPA   Vlan701
Internet  192.168.213.16          0   807c.6281.0ac4  ARPA   Vlan701
Internet  192.168.213.17          0   accb.5158.8a50  ARPA   Vlan701
Internet  192.168.213.18          2   7069.79e2.c06d  ARPA   Vlan701
Internet  192.168.213.19          1   7069.79e2.c16b  ARPA   Vlan701
Internet  192.168.213.20          0   0200.004a.24a8  ARPA   Vlan701
Internet  192.168.213.21        200   0004.a315.48d7  ARPA   Vlan701
Internet  192.168.213.23          3   2432.aeff.7c31  ARPA   Vlan701
Internet  192.168.213.24          4   98f1.12d6.7f8d  ARPA   Vlan701
Internet  192.168.213.25          2   7069.79e2.c164  ARPA   Vlan701
Internet  192.168.213.26          2   7069.79e2.c16a  ARPA   Vlan701
Internet  192.168.213.27          0   0200.00be.909a  ARPA   Vlan701
Internet  192.168.213.28         93   0004.a33c.de19  ARPA   Vlan701
Internet  192.168.213.30          0   807c.6281.0ad1  ARPA   Vlan701
Internet  192.168.213.31        206   240f.9b36.ab37  ARPA   Vlan701
Internet  192.168.213.32          1   2432.ae8e.04a4  ARPA   Vlan701
Internet  192.168.213.33          3   2432.ae8e.047d  ARPA   Vlan701
Internet  192.168.213.34          1   80be.af4d.a364  ARPA   Vlan701
Internet  192.168.213.35          0   0854.11e3.e469  ARPA   Vlan701
Internet  192.168.213.36          0   0854.11e3.e477  ARPA   Vlan701
Internet  192.168.213.37          0   2432.ae8e.04e7  ARPA   Vlan701
Internet  192.168.213.38          1   2432.ae8e.0488  ARPA   Vlan701
Internet  192.168.213.39          1   2432.ae8e.0483  ARPA   Vlan701
Internet  192.168.213.40          1   0854.11e3.e4b5  ARPA   Vlan701
Internet  192.168.213.41          0   80be.af4d.a350  ARPA   Vlan701
Internet  192.168.213.42          0   3085.a93e.59bd  ARPA   Vlan701
Internet  192.168.213.44          0   e0d5.5e0c.1c2e  ARPA   Vlan701
Internet  192.168.213.45        101   accc.8ebd.b9ca  ARPA   Vlan701
Internet  192.168.213.46         82   accc.8ebd.b9da  ARPA   Vlan701
Internet  192.168.213.48          1   0200.00cb.dfb8  ARPA   Vlan701
Internet  192.168.213.50          0   0200.00ae.ee9f  ARPA   Vlan701
Internet  192.168.213.51          1   0200.00f0.b299  ARPA   Vlan701
Internet  192.168.213.52          3   0200.0019.0895  ARPA   Vlan701
Internet  192.168.213.53          3   0200.003f.18cc  ARPA   Vlan701
Internet  192.168.213.54          4   0040.8421.7b11  ARPA   Vlan701
Internet  192.168.213.56          0   80be.af65.1bfd  ARPA   Vlan701
Internet  192.168.213.57          0   0854.11e3.e44c  ARPA   Vlan701
Internet  192.168.213.58          1   c06d.ed67.ece1  ARPA   Vlan701
Internet  192.168.213.59          1   c06d.ed67.ed3b  ARPA   Vlan701
Internet  192.168.213.60          1   c06d.ed67.ed32  ARPA   Vlan701
Internet  192.168.213.62        123   0090.e83f.f4c8  ARPA   Vlan701
Internet  192.168.215.97          -   cc98.91f1.79f9  ARPA   Vlan825
Internet  192.168.215.98          1   0200.0017.81fd  ARPA   Vlan825
Internet  192.168.215.99          1   7069.79ee.3145  ARPA   Vlan825
Internet  192.168.215.100         1   7069.79ee.31cf  ARPA   Vlan825
Internet  192.168.215.101        15   0004.a311.db3c  ARPA   Vlan825
Internet  192.168.215.102         1   0200.006c.f18f  ARPA   Vlan825
Internet  192.168.215.103       251   0030.6f84.20dd  ARPA   Vlan825
Internet  192.168.215.104         4   0030.6f84.20bd  ARPA   Vlan825
----------------------------------------

Command: show vlan
Executed at: 2024-08-13 11:13:10
Output:

VLAN Name                             Status    Ports
---- -------------------------------- --------- -------------------------------
1    default                          active    Te1/0/12, Te2/1/4, Gi3/0/1, Gi3/0/7, Gi3/0/8, Gi3/0/19, Gi3/0/23, Gi3/0/24, Gi3/0/35, Gi3/0/37, Gi3/0/38, Gi3/0/41, Gi3/0/42, Gi3/0/44, Gi3/0/45
10   TMP_IPSEC                        active    
35   xDSL-2000                        active    
39   PPPoE_39                         active    
48   Engeneering_Korpus               active    
65   KUB-RLL                          active    
69   Outside_ASA                      active    
82   VLAN0082                         active    
84   ElektroremontERC                 active    
92   EDS                              active    
93   VLAN0093                         active    
100  VLAN0100                         active    
108  CTD                              active    
124  GUEST_P2A                        active    
131  Dochernih_organiziy              active    
200  TIZ                              active    Gi3/0/4, Gi3/0/14, Gi3/0/16, Gi3/0/39
206  PRINT                            active    
211  UPS                              active    
227  PVES                             active    
234  OSK_PROF22                       active    
270  VLAN0270                         active    
295  DEVICES                          active    Gi3/0/14
307  tmp_unifi_1                      active    
308  tmp_unifi_2                      active    
319  Management_CTD                   active    
386  Poligrafiya                      active    
470  pppoe_ctd                        active    
511  ISOLATE                          active    
533  LSO                              active    
561  P2A_users                        active    Gi3/0/21
611  Dumenkov_students                active    
669  VTORSIP                          active    
671  MEK                              active    
675  ER                               active    
697  DSL-5000                         active    
698  Vlan4_CUB                        active    
699  MMZ                              active    
700  P2A-MMZ                          active    
701  SKD-CTD                          active    
703  MNG_P2A                          active    Gi3/0/2, Gi3/0/5, Gi3/0/6, Gi3/0/12, Gi3/0/13, Gi3/0/22, Gi3/0/25, Gi3/0/26, Gi3/0/27, Gi3/0/28, Gi3/0/29, Gi3/0/30, Gi3/0/31, Gi3/0/32, Gi3/0/33, Gi3/0/34, Gi3/0/36, Gi3/0/40, Gi3/0/43, Gi3/0/47
704  Continent                        active    
705  VideoCONF                        active    
706  ORACLE_learn                     active    
708  Managment_Dlink                  active    
714  PERSONAL                         active    
715  VLAN0715                         active    
718  VOIP                             active    
719  VLAN0719                         active    
723  SKD_MEK                          active    
725  VLAN0725                         active    
728  UPS_P2a                          active    Gi3/0/9, Gi3/0/10, Gi3/0/11, Gi3/0/15, Gi3/0/20
729  VLAN0729                         act/lshut 
759  MRK_CRMO1_PECH                   active    
762  MRK_ADSL                         active    
802  VLAN0802                         active    
809  Vlan_Enorgouchet                 active    
814  NORMA-SKD                        active    
825  SKD_PSOUZ                        active    
870  Avaya_CNA                        active    
872  Avaya_CustNet                    active    
873  Avaya_CNB                        active    
889  SKD                              active    
903  VLAN0903                         active    
911  IP_TEL                           active    
917  MSCH_CMK                         active    
942  RSPAN_Infoblox                   active    
962  MNG_SB_SCHOOL                    active    
963  VIDEO_SB_SCHOOL                  active    
964  USERS_SB_SCHOOL                  active    
965  PERSONAL_SB                      active    
978  VDI-UBPC-xDSL                    active    
995  VDI-HW-Management                active    
1002 fddi-default                     act/unsup 
1003 token-ring-default               act/unsup 
1004 fddinet-default                  act/unsup 
1005 trnet-default                    act/unsup 
1300 VLAN1300                         active    
2303 STUDENTS_tmp                     active    
2304 MMZ_OSFP                         active    

VLAN Type  SAID       MTU   Parent RingNo BridgeNo Stp  BrdgMode Trans1 Trans2
---- ----- ---------- ----- ------ ------ -------- ---- -------- ------ ------
1    enet  100001     1500  -      -      -        -    -        0      0   
10   enet  100010     1500  -      -      -        -    -        0      0   
35   enet  100035     1500  -      -      -        -    -        0      0   
39   enet  100039     1500  -      -      -        -    -        0      0   
48   enet  100048     1500  -      -      -        -    -        0      0   
65   enet  100065     1500  -      -      -        -    -        0      0   
69   enet  100069     1500  -      -      -        -    -        0      0   
82   enet  100082     1500  -      -      -        -    -        0      0   
84   enet  100084     1500  -      -      -        -    -        0      0   
92   enet  100092     1500  -      -      -        -    -        0      0   
93   enet  100093     1500  -      -      -        -    -        0      0   
100  enet  100100     1500  -      -      -        -    -        0      0   
108  enet  100108     1500  -      -      -        -    -        0      0   
124  enet  100124     1500  -      -      -        -    -        0      0   
131  enet  100131     1500  -      -      -        -    -        0      0   
200  enet  100200     1500  -      -      -        -    -        0      0   
206  enet  100206     1500  -      -      -        -    -        0      0   
211  enet  100211     1500  -      -      -        -    -        0      0   
227  enet  100227     1500  -      -      -        -    -        0      0   
234  enet  100234     1500  -      -      -        -    -        0      0   
270  enet  100270     1500  -      -      -        -    -        0      0   
295  enet  100295     1500  -      -      -        -    -        0      0   
307  enet  100307     1500  -      -      -        -    -        0      0   
308  enet  100308     1500  -      -      -        -    -        0      0   
319  enet  100319     1500  -      -      -        -    -        0      0   
386  enet  100386     1500  -      -      -        -    -        0      0   
470  enet  100470     1500  -      -      -        -    -        0      0   
511  enet  100511     1500  -      -      -        -    -        0      0   
533  enet  100533     1500  -      -      -        -    -        0      0   
561  enet  100561     1500  -      -      -        -    -        0      0   
611  enet  100611     1500  -      -      -        -    -        0      0   
669  enet  100669     1500  -      -      -        -    -        0      0   
671  enet  100671     1500  -      -      -        -    -        0      0   
675  enet  100675     1500  -      -      -        -    -        0      0   
697  enet  100697     1500  -      -      -        -    -        0      0   
698  enet  100698     1500  -      -      -        -    -        0      0   
699  enet  100699     1500  -      -      -        -    -        0      0   
700  enet  100700     1500  -      -      -        -    -        0      0   
701  enet  100701     1500  -      -      -        -    -        0      0   
703  enet  100703     1500  -      -      -        -    -        0      0   
704  enet  100704     1500  -      -      -        -    -        0      0   
705  enet  100705     1500  -      -      -        -    -        0      0   
706  enet  100706     1500  -      -      -        -    -        0      0   
708  enet  100708     1500  -      -      -        -    -        0      0   
714  enet  100714     1500  -      -      -        -    -        0      0   
715  enet  100715     1500  -      -      -        -    -        0      0   
718  enet  100718     1500  -      -      -        -    -        0      0   
719  enet  100719     1500  -      -      -        -    -        0      0   
723  enet  100723     1500  -      -      -        -    -        0      0   
725  enet  100725     1500  -      -      -        -    -        0      0   
728  enet  100728     1500  -      -      -        -    -        0      0   
729  enet  100729     1500  -      -      -        -    -        0      0   
759  enet  100759     1500  -      -      -        -    -        0      0   
762  enet  100762     1500  -      -      -        -    -        0      0   
802  enet  100802     1500  -      -      -        -    -        0      0   
809  enet  100809     1500  -      -      -        -    -        0      0   
814  enet  100814     1500  -      -      -        -    -        0      0   
825  enet  100825     1500  -      -      -        -    -        0      0   
870  enet  100870     1500  -      -      -        -    -        0      0   
872  enet  100872     1500  -      -      -        -    -        0      0   
873  enet  100873     1500  -      -      -        -    -        0      0   
889  enet  100889     1500  -      -      -        -    -        0      0   
903  enet  100903     1500  -      -      -        -    -        0      0   
911  enet  100911     1500  -      -      -        -    -        0      0   
917  enet  100917     1500  -      -      -        -    -        0      0   
942  enet  100942     1500  -      -      -        -    -        0      0   
962  enet  100962     1500  -      -      -        -    -        0      0   
963  enet  100963     1500  -      -      -        -    -        0      0   
964  enet  100964     1500  -      -      -        -    -        0      0   
965  enet  100965     1500  -      -      -        -    -        0      0   
978  enet  100978     1500  -      -      -        -    -        0      0   
995  enet  100995     1500  -      -      -        -    -        0      0   
1002 fddi  101002     1500  -      -      -        -    -        0      0   
1003 tr    101003     1500  -      -      -        -    -        0      0   
1004 fdnet 101004     1500  -      -      -        ieee -        0      0   
1005 trnet 101005     1500  -      -      -        ibm  -        0      0   
1300 enet  101300     1500  -      -      -        -    -        0      0   
2303 enet  102303     1500  -      -      -        -    -        0      0   
2304 enet  102304     1500  -      -      -        -    -        0      0   

Remote SPAN VLANs
------------------------------------------------------------------------------


Primary Secondary Type              Ports
------- --------- ----------------- ------------------------------------------

----------------------------------------

